value
-46023,09136252472
-33133,43109453684
-33285,57301715052
-36480,75470613818
-44454,60440722438
-40051,66214192081
-46534,95742809052
-32129,85531967201
-41053,047836048885
-48764,37232099332
-54451,29370127048
-34179,936659503
-39216,59896351653
-38190,38792578834
-44441,467978938774
-54282,21021343356
-33854,181106234035
-45012,15419709821
-42225,157884427346
-38410,381541115785
-44301,35826605426
-28966,362764907986
-32520,49409949842
-37513,09457099346
-45265,67986164993
-34559,50401349128
-41894,35644122158
-34503,97826287997
-32074,821795950636
-35714,788195506306
-41314,81958460939
-29487,397416133004
-43474,964381343496
-32359,111757388804
-31282,067127588314
-33243,726113283126
-39478,95910307964
-33651,33720736469
-37968,75595955265
-38623,08315108383
-45993,77548296729
-32878,81374551222
-46050,669730258
-28362,543237511833
-38377,15777136916
-35922,30561581752
-57009,79863562867
-34630,84979155437
-46725,5889963556
-49609,19850368066
-33780,93497629424
-49620,811552601066
-36769,66168115548
-37437,637533279936
-36977,77608956094
-47045,492543113156
-36403,800412357676
-40973,65830731559
-38002,31825813127
-38046,91487641776
-54602,2254599077
-42543,320239037435
-41181,61888888963
-32676,652270539125
-47598,3295208097
-25380,827785340443
-38108,20535244287
-56786,897848751556
-32383,352165928685
-43944,70308036564
-41136,43639461094
-49817,6690734188
-31610,724199898497
-34282,93817794055
-40657,8323432403
-45539,60339686692
-40738,57490726771
-51558,599756271025
-31710,750141785305
-37397,06864773501
-33421,673921136724
-36677,513977982766
-31342,749949107907
-42172,394917113765
-42027,87453508937
-31543,09778067904
-28111,302596938374
-35662,00017188967
-34924,0281324431
-37608,83270056854
-44751,01042557329
-47238,883231727144
-34187,20248597264
-32447,838359237052
-44450,37613347705
-42662,89702645481
-36273,65082388728
-29372,087857299608
-46048,55626084516
-32170,900787929233
-43122,64830022432
-44598,19873038675
-34173,47562335162
-30534,000569344702
-40642,61946310592
-38949,375199254304
-34031,9397382906
-33058,11656635806
-41790,138330904854
-55113,48575402671
-34989,01460742939
-39567,85111681627
-40189,51458947311
-36740,44963889691
-59240,090895150905
-29544,896945130386
-43435,90451842849
-34366,29261066076
-43537,687489116826
-42338,82877966159
-36445,56515992816
-49147,58940695117
-39061,523427208434
-45917,2860050828
-35072,14039771825
-40416,29902676503
-34984,03577673107
-40008,63220132489
-33138,8222950481
-36695,357263586615
-47282,576570062345
-31360,80114407425
-35020,417092685246
-38327,66466281575
-35133,452161126464
-36094,94729805119
-34384,744562478416
-39265,285593350425
-34876,71467272406
-24436,859734201913
-46688,119761489346
-54903,5495149483
-40467,76541432031
-31521,210758911155
-30656,851743170046
-30981,265494271393
-37987,10803057545
-29806,507845107073
-54117,54197827041
-47261,83893886767
-30604,028756448868
-46732,43335859841
-35100,44092661407
-33607,726412272976
-29381,424400842952
-36862,37386707154
-45170,49306165404
-35257,39995580361
-34598,4695498825
-39405,300511719244
-46111,71001108349
-42189,59179125904
-36725,8326410569
-34859,679282782876
-33991,88489993493
-42401,419666565795
-32743,680453819383
-40469,9431993348
-46548,54916718803
-32671,043436257045
-46717,91206696535
-45746,35942420694
-39045,90815938913
-54999,23535016658
-32685,629241929622
-27365,72458936021
-33780,68891285952
-38693,676987265615
-29832,12420152266
-27602,931311758366
-38840,39566144138
-40316,09672413666
-33062,53469188842
-44043,40310100597
-40448,32192254697
-46554,869945571554
-43515,72833028654
-41327,21419114909
-41465,56284889682
-52267,00574834747
-35429,79290916388
-30557,178076784403
-39051,96889600064
-33693,18784870959
-36421,102956730974
-43162,313044490904
-32290,76907437096
-52062,72688316941
-41069,84016175161
-47321,84974210788
-28535,16591584358
-40265,13011474852
-50612,200837017066
-37578,75526103703
-40782,86740817112
-36688,347922728804
-45415,41622778059
-39754,860664360116
-43649,230639537884
-33377,42217304554
-27984,081545762296
-38237,05300886143
-46926,3101753442
-43966,28438682761
-33942,181184160465
-29351,409035425873
-34789,33721013971
-53259,70667029139
-40126,14535647807
-35981,056368382204
-41941,566522533656
-25931,62863968825
-47517,79479038682
-38981,565595801
-39104,095610497905
-34525,90115167024
-51586,00910955266
-31799,89272231346
-56443,9829704616
-38591,135539822826
-37213,29512472382
-41066,56665173198
-48356,07567664738
-36069,94165420188
-44621,5881203633
-48140,328337135696
-32588,816955872702
-49209,473453123996
-37719,21162330072
-32168,972727648565
-32818,14414637991
-39901,6636782358
-31487,852718607108
-31774,305867285482
-50203,11057448741
-48014,31789464425
-43184,371151983694
-38911,52447218516
-28469,6294066306
-35745,660563495716
-41374,3697664739
-35401,04547528003
-28473,681435365725
-31259,946354030188
-33124,3528622731
-30542,463821650024
-31507,396722426573
-46346,72656534167
-64496,40697530442
-32666,13583872094
-51339,86664938266
-36904,55616990991
-48366,37023345457
-49669,61221008471
-39513,660792521274
-43112,97350497723
-47331,225052274036
-34194,286592319266
-55469,20217437933
-41750,88701400305
-52364,68693665559
-41096,41208852269
-43264,907847569935
-36011,48419074109
-34030,52969175074
-43204,61078131576
-39133,72920861879
-50979,93300529625
-47760,74696055625
-37649,78615079591
-44393,75863740507
-43833,58822991117
-59757,23525045048
-38729,276183262344
-37446,04171961364
-30282,03312419411
-34194,43856771771
-32459,407767625926
-28748,742370529086
-34570,5900649631
-33700,71678885038
-56596,766183496264
-31653,623894397584
-37067,444364235795
-45212,432051443306
-41427,606676021154
-40143,48281262438
-34217,9709848635
-41526,391094673076
-36634,58338028258
-37526,76020545216
-45158,97745301084
-38127,920830869145
-44287,672504268805
-39095,77981930381
-31772,3142884182
-31590,663177304246
-39705,39373903086
-33104,89692179022
-36069,221984632364
-58223,489664235254
-40528,010076444145
-37577,29313645561
-41994,037755665166
-37564,50588473463
-47891,010219285
-36028,05922057761
-62541,8973515321
-30845,399331129665
-34267,756191082495
-34764,322631269286
-33714,5343209547
-29119,18687153056
-47001,73254447289
-52133,79290677099
-33046,34230077701
-46029,55287534902
-36701,080325696086
-38399,2913060231
-46007,6954513401
-29287,411346930312
-49836,57444518733
-36669,28144903554
-37144,37126403803
-39538,032141294854
-34796,54484838126
-42949,514995239006
-37663,849168962064
-44207,58762731943
-44469,66583880603
-36001,55133105979
-30340,712381879508
-56732,34632356957
-32325,30669852723
-40900,96598926933
-35249,04032290642
-49937,14764740132
-43225,3234743498
-45013,037422619454
-36947,55849824043
-33324,40139711639
-40035,186286325785
-37470,16194719621
-39236,665269295154
-48359,187670294574
-41882,65159382236
-41300,960122334436
-40187,856793557345
-46000,92334507289
-38096,87490873621
-43595,09480649364
-44212,68921798775
-42742,512090448305
-48414,457112594886
-37933,68434861935
-39917,10278895268
-57753,00415856288
-33659,536124204315
-36699,55564352796
-50195,9800243568
-38602,19087160367
-44958,04869932555
-36207,909804085226
-40418,5631663939
-46219,80793428421
-42412,94733085051
-52004,609378669746
-39733,89648997081
-40963,33741874172
-45522,14865193996
-43237,96294354522
-42525,29487644504
-43981,319186101595
-37419,397732687445
-39984,54172765642
-50146,39729090566
-44384,41722683859
-38366,03519550108
-37682,0217706515
-39519,48914720437
-36286,33741484759
-37840,08553098742
-40205,58247541799
-44042,986658139576
-42685,12616409357
-40155,16262597899
-47669,46333542028
-36061,363136340195
-50047,87659059503
-26305,328937589788
-33593,67321423802
-49069,57949132421
-45663,710216255655
-45254,05085466606
-43972,05976623425
-34364,66089853976
-28455,1326253694
-32799,054395720195
-51787,83121430641
-39415,39241153353
-37501,046111877375
-38441,60752332954
-33400,88807233274
-48877,80070037933
-33579,56969674361
-34810,88499459446
-37751,68015950311
-39486,99353945095
-45066,10945548817
-46888,818148556864
-55189,19355764764
-32922,43879666177
-41093,5372982752
-37107,71793662626
-57659,556485454435
-41361,80678556317
-31592,139857213675
-37390,22229875829
-40560,79825656663
-31813,568774236803
-43210,12089905172
-41718,8726378312
-38163,245107845156
-28667,420188218573
-41501,58096607146
-30785,331252888784
-38899,55618903153
-41453,361008315056
-54868,485908165996
-29986,307153754977
-35391,01633672113
-33153,6898586472
-52089,08504027527
-38153,37145615619
-37518,898409867215
-35867,07532319855
-66079,91176575107
-37019,99152785076
-31134,478758796962
-33629,3442110825
-45732,87824597678
-50397,12200834295
-48194,33575623679
-44058,22209981385
-60082,773435569936
-28924,925673551865
-56095,12911486774
-32875,44534013643
-40168,0861536437
-32442,48336312591
-42753,84013859538
-52769,746578518025
-53668,96322930367
-44306,75450160957
-39154,28773993866
-29199,001502776897
-34214,335223749236
-38833,67669485685
-50516,40655890506
-29894,63215267776
-41356,575108393154
-33829,84785614505
-35646,99488701139
-55683,57171629276
-41144,66401138698
-42989,24621060636
-30530,831853024116
-48083,58533090439
-34632,977253166384
-37880,98388790731
-62836,12827555905
-49979,02284850596
-36290,323282999096
-47991,9981530597
-48236,118403312474
-41604,70141343276
-32074,749474343196
-34829,62333624757
-41965,88034228784
-28903,661588336225
-36809,46201149314
-40553,45618654977
-26265,628898324474
-39811,20483050142
-34952,66717277283
-36565,036805200885
-32299,920419516093
-39181,57741037106
-40750,59638240018
-35036,61892185895
-37461,1731271421
-38183,957270122046
-25411,54105613951
-37537,74646233665
-48855,192040691676
-48774,8836633663
-43724,83174605199
-40241,714504499134
-44441,591563792346
-33235,661417466676
-32574,21053588004
-32224,675080092245
-40830,67529423266
-47880,51684799412
-41243,64821313157
-45766,04451711461
-33089,70650789825
-46113,60560553096
-40266,364656760445
-41356,68615947712
-43076,86099624325
-44645,66426017023
-35544,54618361807
-30951,254619154344
-42811,43074063647
-36415,12633131519
-36993,009996987515
-36954,31724019398
-40554,474133729076
-30323,12842091817
-42502,6738833508
-36315,73707687844
-44588,88827091259
-48225,55040162777
-40007,432014240854
-36685,77145830324
-45989,53844835836
-46039,65381432051
-28089,031926480187
-35372,68816770745
-45077,85361588902
-47065,14435366489
-40045,684167833046
-34089,959131819924
-45543,06145166623
-55381,3966274835
-44280,07354215637
-33511,24183658428
-44737,864858461355
-35016,12281467175
-37144,530919671444
-30169,614244903438
-39579,06798235534
-48406,291994624116
-31568,337442290293
-34934,516105768336
-37477,56820889034
-46213,51875982016
-33920,073204261396
-41373,15383769416
-36495,7844715233
-30430,32392266435
-38551,90727684289
-46560,32513387091
-33375,368261098636
-51181,031340427115
-25932,80151222124
-43512,20289645763
-30266,208829223106
-43598,140543223446
-34549,404162088125
-35005,67518907171
-35665,556311865985
-54876,38402000585
-28868,322447023005
-49765,352266071146
-34512,15676471563
-55722,95288203258
-41096,234858579395
-38737,5701345313
-33149,434419117446
-33603,61778494283
-29825,794546443372
-35611,91653692693
-35878,17394654881
-37711,13143801171
-39468,55989670369
-31509,42046477452
-35633,992300540216
-45805,49921156185
-41401,094090856044
-38254,302459145765
-50528,218398648154
-32370,714428251915
-45023,50352494656
-41654,00232729547
-31414,640020586106
-25102,9823994334
-39574,118794057315
-43540,46119075932
-32982,5660245128
-39552,82917997431
-41121,017524170165
-39072,78591560613
-33346,585530875345
-41245,60494683558
-40732,0097900979
-39132,51588113188
-42912,789392190505
-33507,19746001761
-50667,68220030614
-48025,5525949818
-51478,5680166543
-39579,319762358355
-30610,37665884613
-33850,90342943489
-50013,640437146474
-49904,79172397831
-33842,442533887355
-36632,07436388869
-47217,74402187251
-40244,26253210164
-55779,85000662583
-34411,90591093221
-36620,27255580873
-31296,696367817618
-34682,58900668255
-40548,06932509737
-49047,87338766908
-27914,231166056998
-39022,199640233135
-32457,29149803632
-35835,166987631404
-40593,6056771827
-36200,61790550077
-47985,5647777554
-54716,20011968787
-34259,30323979524
-33189,02097892803
-29520,666953392414
-51584,56964338099
-44265,20478824839
-41684,88630319698
-45108,70126804641
-35797,08755614108
-51692,538035709804
-27448,492684923338
-41204,09069044895
-34136,08260180227
-29760,8616790057
-51907,70361432822
-27125,92959272972
-35909,61907629665
-33169,117279564845
-44632,451955099896
-46516,49840666905
-32827,68542792463
-38471,482124671384
-34014,66748444225
-34149,32492068332
-43883,73915829399
-43451,63280809863
-41721,530203175105
-41217,27957054933
-43640,583542471155
-32997,25253564882
-40635,400601884045
-41042,577254287826
-40400,43817660361
-33934,22038081217
-41541,3723212842
-32669,929288168656
-36351,94829547852
-42872,79508095945
-48696,644163792735
-42454,23342818202
-51396,23815104888
-38076,500430002714
-37388,44702537048
-33690,36586538346
-40809,57841772887
-44694,92928573671
-37792,42379666588
-38885,99098823658
-34241,363084126475
-37554,2798674114
-35133,65913063286
-36437,963949319535
-47400,02865188723
-44030,299851573
-36751,01432989454
-30842,801657369993
-31223,824304068505
-37596,482845656865
-32130,08722638352
-53745,380685667216
-43960,03050590282
-33292,26778005813
-35173,39375075682
-33842,36014710553
-40024,194130008436
-49346,23984355683
-36293,092640560375
-41841,00862045633
-42732,08857934894
-34129,189418669885
-31506,21902075313
-46822,59700821999
-27405,22351797772
-40106,80772232222
-33005,32210812978
-42545,877633754295
-29832,34334637127
-29234,24894210518
-38915,336426343085
-52102,3615235468
-29708,15756101196
-49670,87088813224
-44266,632300303216
-34761,519401521386
-60020,806936681474
-41565,3594987651
-33456,054853416565
-53842,97119690018
-37526,23150630829
-34863,46267395591
-32049,653443795105
-42330,464824993775
-42193,22444403074
-39643,94652821271
-35040,610421200014
-42231,63344418016
-40597,89031669537
